Tool,Library,Path,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
flawfinder,mlpack,src/mlpack/methods/hmm/hmm_train_main.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:251:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:399:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 457 in approximately 0.01 seconds (67164 lines/second)\nPhysical Source Lines of Code (SLOC) = 330\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 6.06061 [1+] 6.06061 [2+] 6.06061 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/methods/hmm/hmm_train_main.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:111:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:256:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 441 in approximately 0.01 seconds (64344 lines/second)\nPhysical Source Lines of Code (SLOC) = 311\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 6.43087 [1+] 6.43087 [2+] 6.43087 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/methods/hmm/hmm_train_main.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:99:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:248:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 420 in approximately 0.01 seconds (64159 lines/second)\nPhysical Source Lines of Code (SLOC) = 298\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 6.71141 [1+] 6.71141 [2+] 6.71141 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/methods/hmm/hmm_train_main.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:111:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:256:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 441 in approximately 0.01 seconds (62955 lines/second)\nPhysical Source Lines of Code (SLOC) = 311\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 6.43087 [1+] 6.43087 [2+] 6.43087 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/methods/hmm/hmm_train_main.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:251:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:399:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 457 in approximately 0.01 seconds (65951 lines/second)\nPhysical Source Lines of Code (SLOC) = 330\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 6.06061 [1+] 6.06061 [2+] 6.06061 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/methods/hmm/hmm_train_main.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:111:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:256:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 441 in approximately 0.01 seconds (64156 lines/second)\nPhysical Source Lines of Code (SLOC) = 311\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 6.43087 [1+] 6.43087 [2+] 6.43087 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/methods/hmm/hmm_train_main.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:99:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:248:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 420 in approximately 0.01 seconds (62984 lines/second)\nPhysical Source Lines of Code (SLOC) = 298\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 6.71141 [1+] 6.71141 [2+] 6.71141 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/core/util/backtrace.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_backtrace.cpp:112:  [5] (race) readlink:\n  This accepts filename arguments; if an attacker can move those files or\n  change the link content, a race condition results. Also, it does not\n  terminate with ASCII NUL. (CWE-362, CWE-20). Reconsider approach.\n    int l = readlink(""/proc/self/exe"", ename, sizeof(ename));","/media/nimashiri/DATA/vsprojects/ICSE23/vul_backtrace.cpp:111:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char ename[1024];\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 206 in approximately 0.00 seconds (51828 lines/second)\nPhysical Source Lines of Code (SLOC) = 151\nHits@level = [0]   0 [1]   0 [2]   1 [3]   0 [4]   0 [5]   1\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   1 [4+]   1 [5+]   1\nHits/KSLOC@level+ = [0+] 13.245 [1+] 13.245 [2+] 13.245 [3+] 6.62252 [4+] 6.62252 [5+] 6.62252\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/core/util/backtrace.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_backtrace.cpp:116:  [5] (race) readlink:\n  This accepts filename arguments; if an attacker can move those files or\n  change the link content, a race condition results. Also, it does not\n  terminate with ASCII NUL. (CWE-362, CWE-20). Reconsider approach.\n    int l = readlink(""/proc/self/exe"", ename, sizeof(ename));","/media/nimashiri/DATA/vsprojects/ICSE23/vul_backtrace.cpp:115:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char ename[1024];\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 210 in approximately 0.00 seconds (51440 lines/second)\nPhysical Source Lines of Code (SLOC) = 150\nHits@level = [0]   0 [1]   0 [2]   1 [3]   0 [4]   0 [5]   1\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   1 [4+]   1 [5+]   1\nHits/KSLOC@level+ = [0+] 13.3333 [1+] 13.3333 [2+] 13.3333 [3+] 6.66667 [4+] 6.66667 [5+] 6.66667\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flawfinder,mlpack,src/mlpack/core/util/backtrace.cpp,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_backtrace.cpp:116:  [5] (race) readlink:\n  This accepts filename arguments; if an attacker can move those files or\n  change the link content, a race condition results. Also, it does not\n  terminate with ASCII NUL. (CWE-362, CWE-20). Reconsider approach.\n    int l = readlink(""/proc/self/exe"", ename, sizeof(ename));","/media/nimashiri/DATA/vsprojects/ICSE23/vul_backtrace.cpp:115:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char ename[1024];\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 210 in approximately 0.00 seconds (52576 lines/second)\nPhysical Source Lines of Code (SLOC) = 150\nHits@level = [0]   0 [1]   0 [2]   1 [3]   0 [4]   0 [5]   1\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   1 [4+]   1 [5+]   1\nHits/KSLOC@level+ = [0+] 13.3333 [1+] 13.3333 [2+] 13.3333 [3+] 6.66667 [4+] 6.66667 [5+] 6.66667\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
